names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic,business_id
Chevron,0,0,0.651203106,0.088474104,0.191214231,0.057798748,0.002891769,0.520820759,0.279660124,0.100429045,0.030124123,0.059484015,good_topic3,"bad_topic2,bad_topic3,bad_topic4",e3kszsq7BEhbqleJPL03MA
Chewie's Chicken & Biscuits,0.319099676,0.372010205,0.120011133,0.053769985,0.103016276,0.023869738,0,0.512591551,0.244466063,0.127939912,0,0.106769446,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",OCgVYVtbOrTgR5pORFUVPw
Chez Maxime,0.310513042,0.079648897,0.147462736,0,0.303436518,0.152496055,0,0.538533191,0.149349173,0.249576643,0.049749921,0,good_topic1,"bad_topic2,bad_topic3,bad_topic4",P1-XkodZ2K7e8Xb2VOV5SA
Chez Meme Baguette Bistro,0.412142988,0.283618104,0.13773995,0,0.108683577,0.050210282,0.009115644,0.563658116,0.262516439,0.076838433,0,0.082878071,good_topic1,"bad_topic2,bad_topic3",di-gJnE-hSUHUgzg_PdbqQ
Chez Remy La Sandwicherie,0.479394512,0.043566932,0.319093615,0.005504933,0.090364075,0.053485982,0.032266797,0.556893814,0.184316117,0.134479707,0.008879469,0.078172182,good_topic1,"bad_topic2,bad_topic3,bad_topic4",gwy8asasXx9w1AYkT_fgXQ
Chi Phi - A Taste of Two Cities,0.198776813,0.045903752,0.247939256,0.123272128,0.331712037,0.043558254,0.012895955,0.539986217,0.259539189,0.075095339,0,0.103703786,good_topic5,"bad_topic2,bad_topic3,bad_topic6",TYRJYcTTE3afJcg9iwjuDg
Chi-Town Chicago Style Eatery,0.114885496,0.061992371,0.267608063,0.374619937,0.08085601,0.089985291,0.03534903,0.546990656,0.245407427,0.066780273,0.007023756,0.092352234,good_topic4,"bad_topic2,bad_topic3",Av21GN3iOt0PatK5mXJRFg
Chi-Town Hot Dogs Chicago Style Eatery,0.103444744,0.014407483,0.224587634,0.473967319,0.095493385,0.07666424,0,0.52932331,0.23198844,0.157281823,0,0.076681177,good_topic4,"bad_topic2,bad_topic3,bad_topic4",vptUFKgZF3ZwoA9lCps14Q
ChiMec Fried Chicken & Burger,0.364656405,0,0.154954162,0.309988182,0.128748083,0.02967874,0.093728237,0.665320754,0.082925126,0,0,0.153104082,good_topic1,"bad_topic2,bad_topic6",FTebsTNjJnDZLp8zgaQwqA
Chibi's Boba,0,0.978168547,0,0,0,0,0.017218197,0.613327156,0.309768508,0.045127163,0,0,good_topic2,"bad_topic2,bad_topic3",t_ufvl8e1Oq5s6fDVp_Uzw
Chic-N-Gyro,0.375702563,0.02923715,0.06727959,0.001259838,0.343119957,0.172031057,0.042566803,0.559602787,0.181291218,0.087087287,0.018163866,0.100530074,good_topic1,"bad_topic2,bad_topic3,bad_topic6",dQCT7eIZ4W1OfmIiUMhxiw
Chicago Subs,0.353982034,0.151880354,0.227070311,0,0.212949166,0.045017922,0,0.716641366,0.169585049,0,0,0.096467514,good_topic1,"bad_topic2,bad_topic3",xTt3wUgffGpcTQEZLyih6w
Chick-fil-A,0.066802617,0.096872729,0.370025177,0.124408389,0.314068653,0.01704586,0.019480875,0.552285396,0.229797094,0.103115448,0.012775884,0.074250003,good_topic3,"bad_topic2,bad_topic3,bad_topic4",BrLjM93qdBMHi_WjuGkmvw
Chicken Guy!,0.363687395,0.075125409,0.058315253,0.312647155,0.153357935,0.027860996,0.017917281,0.427984979,0.24187055,0.167422795,0.02597548,0.111635683,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",msyvbdv2INsOO6rkljQBgw
Chicken Lou's,0.170451307,0.15104263,0.478277898,0.104605551,0.042273472,0.042667493,0.002078547,0.508478418,0.32036633,0.068801163,0,0.089241963,good_topic3,"bad_topic2,bad_topic3",D2xCw0EkNmZtTNPv73vBMw
Chicken Salad Chick,0.436554013,0.152162914,0.108375099,0.020379141,0.233801264,0.039094087,0.019254545,0.530778296,0.230901187,0.112355749,0.00200531,0.096903502,good_topic1,"bad_topic2,bad_topic3,bad_topic4",oTBEIzQDE_BYxZtZbTBE8g
Chickpeas Fresh Mediterranean Kitchen,0.296888924,0.093219837,0.054540856,0.025172302,0.395961316,0.124150708,0.090615163,0.528420915,0.264038247,0,0.019626462,0.092517251,good_topic5,"bad_topic2,bad_topic3",VnBvxTkNTYP4u7iMqxwxug
Chicon,0.175133488,0.09810329,0.054356548,0.063328954,0.242704036,0.357199817,0.058700373,0.50508464,0.20468546,0.140529884,0,0.082936198,good_topic6,"bad_topic2,bad_topic3,bad_topic4",bfDxlWa3uPwVVjI3BiZ-pA
Chiffon Patisserie,0.29377953,0.446063175,0.150772423,0,0.069321342,0.029455528,0.010006566,0.556213948,0.243448611,0.101759734,0,0.082194794,good_topic2,"bad_topic2,bad_topic3,bad_topic4",q6hl9jeKlkMApSqwkbCi9w
Chili's,0.071018634,0.050106097,0.122857732,0.159074858,0.499561242,0.085984153,0.020071739,0.52221547,0.239191191,0.092640959,0.009098841,0.109101871,good_topic5,"bad_topic2,bad_topic3,bad_topic6",x-zntyVfHFictYwjH1NRCg
Chimiking Food Truck,0.432216479,0,0.217168998,0.075393496,0.17633699,0.084826289,0,0.576830457,0.290659964,0.03332254,0,0.089160786,good_topic1,"bad_topic2,bad_topic3",d9jh6CmpzJBeT1OtIVryBQ
Chimiking Poinciana,0.518789315,0,0.099731594,0,0.292001122,0.077488256,0.003412765,0.518449873,0.275343137,0.045864511,0,0.148805159,good_topic1,"bad_topic2,bad_topic3,bad_topic6",LQZTyT6MscNTkFDjTzxwoQ
China Buffet,0.248665005,0.293852679,0.121989235,0.031025583,0.151061524,0.151198849,0.076294271,0.472293658,0.227784457,0.073239202,0,0.139405255,good_topic2,"bad_topic2,bad_topic3,bad_topic6",vUzvU8mzzz38IbDOXQ4jXg
Chit Chat Burger Bar,0.195666343,0,0.193378195,0.073391169,0,0.533043444,0,0.644793332,0.343361378,0,0,0,good_topic6,"bad_topic2,bad_topic3",qPshlwn5auGWlT2LxyUwtA
ChkChk,0.343937317,0.067128979,0.131884589,0.265820293,0.099832024,0.08215892,0.018942495,0.520865067,0.250433433,0.117608438,0,0.087238006,good_topic1,"bad_topic2,bad_topic3,bad_topic4",UE3Ggizal3luY5nItldZow
Chocolate Drop,0.052371572,0.165697487,0.218476819,0.361443599,0.187394684,0,0.004316922,0.491486558,0.170928439,0.124323288,0.039342236,0.162373277,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",LyhiNr25NfJEB2_qIRz9xA
Chompers Growlers & Cantina Cantinflas,0.012913202,0.03432261,0,0.133250345,0.582213712,0.223097751,0.078906786,0.526621133,0.152319228,0.150184125,0,0.08603848,good_topic5,"bad_topic2,bad_topic3,bad_topic4",fuT9DHrcCySzBrNxMyJmkg
Chop,0.32485707,0.223610802,0.247239989,0,0.115480885,0.077742426,0.013557902,0.516120424,0.298984667,0.129067724,0,0.036497476,good_topic1,"bad_topic2,bad_topic3,bad_topic4",VYxsP0-xiO4B4086D72bjQ
Chop Butchery & Charcuterie,0.417438385,0.00707681,0.345050024,0.024843975,0.09351951,0.104107264,0.023953195,0.57249999,0.189668629,0.086447106,0,0.122123165,good_topic1,"bad_topic2,bad_topic3,bad_topic6",Jo9fqYUr_1KI6d9_AqvUqw
Chop Charcuterie,0.494794657,0.166192561,0.207155873,0.003378487,0.036489395,0.080220496,0,0.710340897,0.236566772,0.023092105,0,0.02063256,good_topic1,"bad_topic2,bad_topic3",9MT90EaQdgMDUIIJwGUhtg
Chop n Toss,0.312508434,0.38960281,0.067165412,0,0.218822196,0,0.01377681,0.527884132,0.212017381,0.144883684,0,0.092328509,good_topic2,"bad_topic2,bad_topic3,bad_topic4",BCiLrW5OXjTS6PnJSvrE1g
Chopollos,0.436311296,0.211393989,0.221073487,0.053016347,0.047708736,0.021313586,0,0.521080951,0.266520341,0.08542147,0,0.116458382,good_topic1,"bad_topic2,bad_topic3,bad_topic6",KPFa0V2d4ElrlOoHzhxpPA
Christie's Restaurant,0.085490175,0,0.446078919,0.188702444,0.127391525,0.143533103,0,0.58063516,0.115623847,0.140312985,0.042935908,0.114883002,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",Sy-wm-zoH8PgmEZv0UsUCw
Christine's,0,0,0.836651862,0,0.154634118,0,0.007925267,0.561924499,0.212953341,0.105492687,0,0.10424598,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",vqqXaEklUNAu_coqWzD8TA
Christo's Cafe,0.064305425,0.573732729,0.116227415,0.037084255,0.143160763,0.054712056,0.023324998,0.593093273,0.225105462,0.075817833,0,0.073614948,good_topic2,"bad_topic2,bad_topic3",nxETJJrJdGttAvfpsSyojg
Christopher's,0.086497294,0.099093978,0.073265828,0.132811614,0.200551837,0.398511475,0.031438852,0.542361893,0.214169363,0.092758902,0.009308476,0.103802352,good_topic6,"bad_topic2,bad_topic3,bad_topic6",#NAME?
Christopher's Cafe,0.047166466,0.487681323,0.185983655,0.034655985,0.205711504,0.028340824,0.006751282,0.516261758,0.21889977,0.113565629,0,0.139195787,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",PMULW9xnfNbMEyuym4LFOQ
Christopher's Restaurant,0.008710972,0.622712716,0.184466225,0.008933281,0.155695401,0.006716984,0.016688348,0.469877884,0.267587472,0.129130339,0.022589373,0.088333795,good_topic2,"bad_topic2,bad_topic3,bad_topic4",YQ24j7wOzl7XTthgZebiVg
Chu-Mikal's Cafe,0.117703671,0.307600863,0.270897146,0.085199461,0.097034125,0.111475936,0,0.629333536,0.242457742,0.024500956,0.019357722,0.077472016,good_topic2,"bad_topic2,bad_topic3",ViMCrThXeHyewSF8FLkG0A
Chubby's Hot Dogs & Subs,0.021398304,0.104462792,0.124450383,0.554628806,0.127264774,0.054610612,0.032674086,0.592682498,0.203222093,0.095160348,0.00246676,0.064208892,good_topic4,"bad_topic2,bad_topic3",eG0lOnt7eTSJOOmKzi12XQ
Chuck's Deli and Coffeehouse,0.166682109,0.569544017,0,0,0,0.250725925,0,0.470505454,0.363793977,0.060211321,0.054418381,0.046013196,good_topic2,"bad_topic2,bad_topic3",KgVyncV2K0L9fgJNydj83g
Chuck's Famous,0.210374288,0.194545383,0.253352829,0.068054383,0.260888781,0,0.013742051,0.508924314,0.239139883,0.100987431,0.029741911,0.09932237,good_topic5,"bad_topic2,bad_topic3,bad_topic4",rv2_jpzHnIYzq8_tHVrL1g
Chuck's Place,0.01375749,0.488106675,0.262037887,0.01204446,0.071784708,0.140867345,0.002600361,0.445677016,0.297961949,0.114499586,0.002717945,0.128023196,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",VcKTGEhL0uu0Z1M4Q578qw
Chung's Fish And Chips & Seafood Restaurant,0,0,0.43146798,0.105011515,0.456090063,0,0.010459529,0.481910729,0.246578032,0.144758704,0.015238665,0.097695814,good_topic5,"bad_topic2,bad_topic3,bad_topic4",0usOiJUjP1k3eE8XD7935A
Church Street Tavern,0.205115963,0,0.009649308,0.102798332,0.311474919,0.361092575,0.032347893,0.497851956,0.276693,0.103064662,0.001637164,0.08292901,good_topic6,"bad_topic2,bad_topic3,bad_topic4",ZI31poAMwWVeSuNa7cXOfg
Church's Chicken,0.179967364,0.101482222,0.339987313,0.18619137,0.182900747,0,0.010241114,0.562619731,0.135882518,0.168087349,0.020700468,0.094610078,good_topic3,"bad_topic2,bad_topic3,bad_topic4",629TWCHs_vrhpmhWauyCQA
Chutney's,0.478878678,0.097331401,0.168300097,0.046350853,0.091164141,0.106955665,0.044873239,0.546064159,0.17007107,0.077195601,0.00657441,0.146469996,good_topic1,"bad_topic2,bad_topic3,bad_topic6",sizgsuBgbH1ShRE5iDTjxA
Cibo Cafe & Bistro,0.080431005,0.635168104,0.128395993,0.006602502,0.094662973,0.04225309,0.04025709,0.539063412,0.281418997,0.067094494,0,0.063886977,good_topic2,"bad_topic2,bad_topic3",m9H3c66CCFEjJGZ6c3e1LA
Cinch Grill,0.195014216,0.065154093,0.028814235,0,0.324371218,0.375160739,0.010963307,0.398937783,0.194634037,0.244793959,0,0.143072192,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",muaV78K4OmQLlq-iEPLTiw
Cinnamons Bakery & Cafe,0.196266117,0.26722063,0.406307782,0.012832732,0.109385538,0,0.039302898,0.494361192,0.186756209,0.108556239,0,0.164974465,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",hOVLmGoNEgCWIP2HenqWhQ
Cioffi's Meat Market & Deli,0.400517136,0.036198364,0.369823395,0.009179479,0.133242436,0.043111291,0.015285525,0.541014728,0.222501293,0.155459188,0,0.060947703,good_topic1,"bad_topic2,bad_topic3,bad_topic4",flskNXl8vT3YmOMXVhuttg
Cissi's Market,0.306516619,0.075867842,0.405240046,0.001734766,0.097225394,0.108845981,0.025993965,0.510471664,0.245389291,0.095165711,0.00790318,0.110793095,good_topic3,"bad_topic2,bad_topic3,bad_topic6",VbkvDm73PTpkkE8sSXjvMQ
Citadel Cafe & Restaurant,0.074442148,0.350169026,0.252617319,0.013426827,0.188056005,0.111355989,0.070821688,0.467325548,0.295270582,0.102791289,0,0.055283052,good_topic2,"bad_topic2,bad_topic3,bad_topic4",mhGc5kA-w6_N8iGlAbUa3w
City Feed & Supply,0.133485821,0.265331568,0.506842974,0.002549686,0.008306239,0.074850498,0.009907445,0.519490291,0.269877508,0.077825783,0.004881201,0.110843188,good_topic3,"bad_topic2,bad_topic3,bad_topic6",klR9T9J2f_3C3cjA3xhdNw
City Feed and Supply,0.178008842,0.252258565,0.488406359,0,0.016788617,0.05682628,0.014885225,0.540290678,0.255438091,0.084003108,0.011931088,0.086927441,good_topic3,"bad_topic2,bad_topic3",w2dL3CLxZYxYQGJnVz-B5g
City Sandwich,0.348165907,0.20998829,0.283730738,0.002268364,0.133190426,0.010269795,0.002896293,0.646895571,0.224513741,0.067841849,0.003005825,0.046055385,good_topic1,"bad_topic2,bad_topic3",U5FV_p1S5YoNwr029YEKZQ
CitySide Tavern,0.028946323,0.021516953,0.08172634,0.042885456,0.350792621,0.460718462,0.026733645,0.537720871,0.246201961,0.081352303,0.003339558,0.097649256,good_topic6,"bad_topic2,bad_topic3",lrgGdVjP9iVYOXP-357fsA
Claim Jumper Restaurant & Saloon,0.116304928,0.036024684,0.126384645,0.061789956,0.525761288,0.123867023,0.029351787,0.507754059,0.211449199,0.118510774,0.008897759,0.117443759,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",HQnCdDlQ5W5jpiNybhFHrw
Clam Shack,0.073899274,0.039020936,0.053810087,0.154833367,0.591952041,0.07588716,0.019020017,0.417437934,0.315438022,0.071295859,0,0.168211021,good_topic5,"bad_topic2,bad_topic3,bad_topic6",El7ZdJjv3DiazbuMo4JUEQ
Classic Cafe,0.039236076,0.503125967,0.128688846,0.023242655,0.191784172,0.104057685,0.049675021,0.332632071,0.252318133,0.227192453,0.011396409,0.11908558,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",1O164Q5qXuHYOenT91J1gA
Clear Conscience Cafe,0.046856865,0.342475934,0.495668634,0,0.011421361,0.09334967,0.040546048,0.550265498,0.246671182,0.083881061,0.003334495,0.069951234,good_topic3,"bad_topic2,bad_topic3",RTtjmOACubX5UwQeXEss1A
Cleary's Restaurant & Spirits,0.033360824,0.130198311,0.194152554,0.013874277,0.386222815,0.233847323,0.008781783,0.554618031,0.249932471,0.117027029,0.003425843,0.060295549,good_topic5,"bad_topic2,bad_topic3,bad_topic4",jx91IMdGOmLOo8h_F9z39g
Clermont Oyster Bar,0.055632963,0.014989658,0.087889693,0.060577146,0.501835942,0.268601451,0.029476333,0.449780567,0.24314312,0.050154414,0.060232763,0.15908427,good_topic5,"bad_topic2,bad_topic3,bad_topic6",qbKqQcF32lEjUf6dOyoShA
Clerys,0.051975312,0.051213463,0.145672454,0.064132907,0.253000766,0.423085819,0.015775731,0.511222147,0.289061815,0.086311642,0.007477609,0.082833443,good_topic6,"bad_topic2,bad_topic3",t77sOZmbHMB6n3whAQT8MA
Clinton Street Coffeehouse,0.022561208,0.579509903,0.349382839,0,0.019620903,0.017471303,0.017046381,0.42686028,0.369226279,0.111273666,0.004770955,0.063133787,good_topic2,"bad_topic2,bad_topic3,bad_topic4",jKEJrDlWl0RqAnhp7ZQYkg
Clive's Public House,0,0,0.308254153,0,0,0.680027783,0,0.460503588,0.255105123,0.103282178,0.038070197,0.140051737,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",PHDFGnPuPpXEe4aBMg9R_g
Clover BLV,0.310555239,0.176281905,0.241173401,0.035078431,0.126132497,0.102286698,0.015926824,0.483030201,0.33091476,0.075568891,0.005988553,0.082461905,good_topic1,"bad_topic2,bad_topic3",fnKkLEbZ4rTf8JwsC1adpQ
Clover Food Lab,0.29785186,0.224420862,0.239237424,0.025327672,0.107701436,0.097131303,0.024286434,0.517453352,0.233010537,0.111706848,0.009640373,0.097714253,good_topic1,"bad_topic2,bad_topic3,bad_topic4",wyVxeIuawWPeXKbhgqK8ag
Clover Food Truck,0.381065959,0.185266456,0.339405023,0.021267585,0.037000988,0.02937565,0.021737255,0.494802701,0.284000148,0.09105021,0.004636361,0.097223614,good_topic1,"bad_topic2,bad_topic3",19xuTm-mcnG4k7rF3ZTmeg
Club 205,0,0,0.470892137,0.018159969,0.182723678,0.319485372,0.049686558,0.503099066,0.261575427,0.084511661,0.030865938,0.062050055,good_topic3,"bad_topic2,bad_topic3",B7EtubnH2gb4BEm4Hhos_Q
Cluck N Mooh,0,0,0,0.984702647,0,0,0,0.397055626,0,0.450890273,0.135349661,0,good_topic4,"bad_topic2,bad_topic4,bad_topic5",MBC2yOjkQyTjF91BkJyWEw
Cluck-A-Doodle-Doo,0.034213699,0,0.243108016,0.317248711,0.32512898,0.0705088,0.072512857,0.566164316,0.141943461,0.088973008,0.034751525,0.087495028,good_topic5,"bad_topic2,bad_topic3",hvK5Vy45BC3W35ILtBsVmg
Cluck-N-Burger,0.167415008,0.125479037,0.109830709,0.360242759,0.119609152,0.106969211,0,0.358087406,0.280689903,0.12840284,0,0.22597383,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",ebi9Q7JWdoKBXnDUkQfZKw
Cluck-n-Burger,0.185431787,0.034232454,0.116764732,0.34439781,0.205760756,0.10370328,0,0.712467223,0.153927684,0.074855782,0,0.047798514,good_topic4,"bad_topic2,bad_topic3",OmPRVR8ad8_KLLhcLrz85Q
Co-Zi Cafe,0.109072253,0.400893237,0.317725302,0,0.086438797,0.075291842,0,0.522703707,0.340257853,0.053675253,0,0.080423906,good_topic2,"bad_topic2,bad_topic3",Pa1FhUhnFEchDoWrl4E5hA
Coast to Coast Fish House,0.155133019,0.018239122,0.134739843,0.078053539,0.540068243,0.064311525,0,0.472039551,0.205324888,0.23278828,0.031300195,0.056676265,good_topic5,"bad_topic2,bad_topic3,bad_topic4",7_FLBHFL1ezR5OKHy0jGvA
Coastal Grill & Bar at Regal Oaks Resort,0.10993438,0.01674549,0.107753953,0.038283182,0.496564761,0.221367596,0.049554941,0.587306163,0.181759355,0.095218435,0,0.081866935,good_topic5,"bad_topic2,bad_topic3",-6QBnn64LmMCsS7u68UBjw
Coasters Brew Pub,0.062285504,0.089241535,0.052425578,0.080848791,0.477540095,0.226617681,0,0.451043075,0.324177067,0.147413907,0.021838902,0.050000054,good_topic5,"bad_topic2,bad_topic3,bad_topic4",RUU2CQDe4TvEcef63o8f5g
Coco Cabana,0.30408808,0.010370299,0.076982405,0.019291925,0.38759741,0.189271764,0.05422733,0.553625913,0.21421377,0.074349937,0.004052372,0.093844064,good_topic5,"bad_topic2,bad_topic3",qo1OOwoHxppbL01kaDb05w
Coco et Olive Fine Foods & Cafe,0.128743364,0.493857566,0.203755769,0,0,0.161624324,0.033367003,0.447583567,0.33018714,0.103430074,0.014637348,0.061927061,good_topic2,"bad_topic2,bad_topic3,bad_topic4",JloM6Wfz5YPBzZkJ8J6qyQ
Cocobeet,0.10871062,0.544360972,0.250257583,0.017715228,0.052814276,0.016997041,0.035936802,0.468447884,0.276145286,0.134921549,0,0.076567375,good_topic2,"bad_topic2,bad_topic3,bad_topic4",kKq4KxuZ46QVXcMmkhSyUg
Coda,0.168012267,0.063503187,0.060059363,0.091478996,0.24872667,0.359956077,0.025003056,0.556946803,0.187738514,0.097970791,0.015668648,0.110116927,good_topic6,"bad_topic2,bad_topic3,bad_topic6",#NAME?
Code 10,0.21504557,0.254742166,0.409005764,0.02470388,0.064711605,0.020912724,0.012554414,0.447384059,0.268425269,0.132000031,0.017220212,0.115041274,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",N78TSwxdXeYZaKZsyvkryA
Cody's On 4th,0.12848935,0.521791234,0.027052202,0,0.18164853,0.127709863,0.008940074,0.560627983,0.285221363,0.055313258,0.002160094,0.078843432,good_topic2,"bad_topic2,bad_topic3",3aueHLhc8KLRw4oY1f4yjA
Coffee Factory and Cafe,0.030264286,0.565598748,0.219803118,0.00226253,0.1194033,0.050902793,0.01515419,0.506707908,0.269486126,0.103119985,0.001144165,0.09729383,good_topic2,"bad_topic2,bad_topic3,bad_topic4",Fp2LzC0m9fgr1ePY14VH6g
Coffee Station,0.061281312,0.565737165,0.27419057,0.010385927,0.053629042,0.021615536,0.021243934,0.560601527,0.254527314,0.088532439,0,0.06790621,good_topic2,"bad_topic2,bad_topic3",xoJSkBTusOEt8PPvuw2qEQ
Cold Brew Bar,0.035363931,0.579728535,0.130581434,0.006838904,0.051515006,0.185861507,0.013799014,0.458606929,0.336765012,0.078423843,0,0.107281703,good_topic2,"bad_topic2,bad_topic3,bad_topic6",yoLQdtXSktAXuVvumq2ceg
Cold Cookie Company,0.244332923,0.318254664,0.238935108,0.080393746,0.102023799,0.004812862,0.016909348,0.408120668,0.292369189,0.189875501,0,0.085758846,good_topic2,"bad_topic2,bad_topic3,bad_topic4",I-oQr9U_5VXajCC2nMRHmg
Colleen's Ice Cream & Sandwich Shop,0.172510158,0.353760079,0.254566943,0.0363246,0.134795167,0.038223408,0.038563153,0.494686089,0.254971687,0.081275585,0.009992666,0.114202045,good_topic2,"bad_topic2,bad_topic3,bad_topic6",St_voJD_n-LYSQUsc5Pdxw
Colonial Lanes,0.005384747,0.066404841,0.256091165,0.042946207,0.127723902,0.491834217,0.049744744,0.41057156,0.373783238,0.081939265,0,0.079959445,good_topic6,"bad_topic2,bad_topic3",xlHwAV-6HLMF4Ti-qcbaqQ
Colonial Room,0.046567056,0.418481443,0.065230317,0.002944594,0.194297735,0.261489,0.028593731,0.549879988,0.265856705,0.05783341,0.017810413,0.070139732,good_topic2,"bad_topic2,bad_topic3",d-W7hH7mK8hCbZdAnfi4xw
Columbus Sandwich Company,0.087632918,0.438308924,0.216977239,0,0.21672239,0.030204737,0.045251876,0.383993983,0.153141901,0.187512517,0,0.228392914,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",3oQdm5G-uhQYxL8vXDeDfw
Comella's,0.293697299,0.058700453,0.372617994,0,0.20649006,0.059731083,0.018724642,0.521874928,0.219234417,0.106738773,0.01940405,0.106954636,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",_6Rx9q8OyMg-pHh1W7ijLA
Comfortably Yum,0.094612545,0.117385332,0.233297359,0.517380673,0.015765267,0.010796941,0.028910156,0.465112448,0.284286737,0.159036472,0,0.061847344,good_topic4,"bad_topic2,bad_topic3,bad_topic4",5hWdnE25Qt4HVU3reHzxow
Coming Home Cafe,0.060107258,0.543533321,0.216992747,0.007585459,0.083865285,0.078263783,0.018776075,0.488389447,0.247991289,0.138270529,0,0.100076129,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",gqrOBvj-ffGnNn3ygqVteA
Commercial Street Cafe,0.008320212,0.321198307,0.530621015,0,0,0.132761367,0.01576651,0.520546363,0.287247362,0.076592824,0,0.092974991,good_topic3,"bad_topic2,bad_topic3",3m9xLM-fPPpOm7eSawj3PQ
Common Ground Coffee Roasters,0.052513508,0.653982845,0.192671744,0.010415344,0.059359409,0.018264157,0.007001281,0.329875048,0.439765404,0.132336363,0.015305123,0.067889754,good_topic2,"bad_topic2,bad_topic3,bad_topic4",cktiYA2-OtNT7iKLkOE0kA
Commons Cafe,0.368838754,0.190655729,0.229797024,0.035674397,0.046090729,0.121518785,0,0.572596848,0.361611515,0,0,0.060838986,good_topic1,"bad_topic2,bad_topic3",CGMoxmSPGP7Y0ueRYsi_nw
Commonwealth Restaurant and Market,0.249952313,0.144590665,0.127245124,0.01497375,0.276447753,0.1781403,0.025085701,0.535859875,0.227894453,0.08775665,0.006970919,0.109912091,good_topic5,"bad_topic2,bad_topic3,bad_topic6",Y1-cXsWZ1v2rRj5MMtFsqA
