names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic,business_id
Campanale's Restaurant,0.14658092,0.029321286,0.049837794,0.018944317,0.507985575,0.23609064,0.032693678,0.507212885,0.24208593,0.090249061,0.021231937,0.099852635,good_topic5,"bad_topic2,bad_topic3",KfuT0tiT0Kc8M20fuphidw
Canary Square,0.112430679,0.090716172,0.122055506,0.044197722,0.231603953,0.391053381,0.01427882,0.537049999,0.233357031,0.099009481,0.006805427,0.104207829,good_topic6,"bad_topic2,bad_topic3,bad_topic6",QvCYvbMNkRTe4UqVwmyb3w
Cannery Cafe,0.062853798,0.501161257,0.126973649,0.005055651,0.206902893,0.088977124,0.00506788,0.541184939,0.192316396,0.116765339,0.007695681,0.130443311,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",VU_OtK2j4NqaDOGxzuO75w
Canoe Creek Sports Tavern,0.048691613,0.040197488,0.082164364,0.201538932,0.314051629,0.30163636,0.062779799,0.566498867,0.13535577,0.104574018,0.009386235,0.111650465,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",zW0DFv_ftGwDsqJb3yvQHQ
Canteen,0.296150795,0.197542587,0.39877048,0.000853674,0.073471513,0.026612146,0.017926434,0.602532822,0.194670097,0.085568916,0.002094819,0.092783059,good_topic3,"bad_topic2,bad_topic3",SpFEiT3OD07JJQc5qb89_Q
Canto 6,0.16239707,0.335533311,0.460704408,0.001987069,0.014085844,0.015743189,0.026104143,0.559587232,0.216166139,0.115411692,0.015495893,0.061713779,good_topic3,"bad_topic2,bad_topic3,bad_topic4",QMOmVVpn4Mwc3FN33ycXRg
Canyon Grill,0.046011207,0.128591842,0.085285888,0.440786414,0.160550782,0.127167451,0.025319096,0.546214504,0.235440345,0.099857472,0.004155457,0.083610397,good_topic4,"bad_topic2,bad_topic3",hf0NVkxclHa3rbZ05E_V2Q
Canyons Burger Company,0,0.067216958,0.165005371,0.581797674,0.1751895,0,0.026518898,0.606289175,0.157135854,0.072093983,0,0.129344301,good_topic4,"bad_topic2,bad_topic3,bad_topic6",2WwVEbiqlD3Imvki6c81sw
Cap'n Yoby's,0,0,0.540714622,0,0.448829174,0,0,0.538414389,0.252881559,0.112753789,0.062720105,0.025063286,good_topic3,"bad_topic2,bad_topic3,bad_topic4",ERkqIsrlRaErRuF7u9vBFA
Cap't Loui,0.199782154,0.028807882,0.067857034,0.150133686,0.505400187,0.039659729,0.007322026,0.470729804,0.271082926,0.102841779,0.014021288,0.126872609,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",pCsTpIbch_HeUf12YwpWsw
Capers Community Market,0.139238402,0.110728347,0.496733403,0,0.05594417,0.187585723,0,0.478517711,0.282361948,0.072030301,0,0.161762784,good_topic3,"bad_topic2,bad_topic3,bad_topic6",URs1H8RrH2Rbr_IX-eHm5A
Capital City Subs,0.334927055,0.077919034,0.581982041,0,0,0,0.088285793,0.455610827,0.28840369,0.110200889,0,0.056163257,good_topic3,"bad_topic2,bad_topic3,bad_topic4",ko5N4zILJs_6UUoZ2O3pVg
Capitol,0.059364394,0.027463859,0.111666517,0.105090651,0.111740718,0.573319489,0.034840786,0.399711873,0.318146006,0.123254758,0.005770505,0.109369017,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",#NAME?
Capitol Coffee House,0.042932685,0.516128741,0.321471975,0.005164525,0.060406595,0.042280118,0.016286728,0.558618614,0.233501841,0.089211826,0,0.090560816,good_topic2,"bad_topic2,bad_topic3",lmg2tOsWVlXZtfh2e22gvA
Capitol Sandwich,0.369638911,0.112576131,0.364256917,0,0,0.141776141,0.008589175,0.599683106,0.303115845,0,0,0.083110452,good_topic1,"bad_topic2,bad_topic3",a1vcAjnIbv7oE9geg0xB_g
Cappa's Trackside Kitchen,0.048794901,0.63865217,0.155847422,0.052605128,0.073482043,0.019319351,0.011013103,0.491318498,0.224150443,0.141164124,0,0.123872196,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",99boRnGLZMUqbW3mLUBH9w
Captain American Diner,0,0.168631569,0.105448797,0.317406178,0.400365517,0,0.04576165,0.359938648,0.259929532,0.15875864,0.013508051,0.152909217,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",yj5cOQ0HKzjXHNjAcatwLQ
Cardullo's Gourmet Shoppe,0.138840745,0,0.520187865,0,0.05032968,0.279982315,0.01120713,0.502807713,0.224487507,0.131821473,0,0.122165604,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",IgT2vBBLOpQRRXGxWKDbgw
Caribe Blu,0.130951804,0.208545922,0.034496819,0.002553277,0.498505523,0.113170868,0.019665455,0.531722104,0.185628897,0.122301938,0.002996213,0.132393545,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",OYeIffuXu8JlqvdP7eDIkA
Caribe Fusion,0.349531397,0,0.118513195,0.029142847,0.340561791,0.148940124,0,0.541904569,0.218226269,0,0,0.2291134,good_topic1,"bad_topic2,bad_topic3,bad_topic6",QPqtBf-cFMR6s0u07xapkA
Caribe Restaurant,0.555049192,0,0.236023128,0,0.198225096,0,0.038004408,0.365163311,0.314832543,0.176036179,0,0.094079789,good_topic1,"bad_topic2,bad_topic3,bad_topic4",fuYDe_cl8HWliJWd53TrGg
Caribou Coffee,0,0.151988916,0.718809992,0,0.06372439,0.053999952,0,0.540449301,0.321295276,0.077976581,0,0.055008421,good_topic3,"bad_topic2,bad_topic3",ZtHoM3IYOiK4k81OmDTiHA
Carl's Jr,0.017039147,0.077816871,0.283020527,0.263240772,0.321512106,0.026434617,0.041249035,0.490966839,0.241411523,0.111258109,0.008424212,0.098933561,good_topic5,"bad_topic2,bad_topic3,bad_topic4",wcCNZ3yP-gn0VLpI9WGeWw
Carl's Jr.,0,0,0.60902073,0.025050906,0.356517206,0,0.060516744,0.399613819,0.248420363,0.111466684,0.006877912,0.166733199,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",o3hbh1-vzMj3fWBmXFH9sA
Carl's Steak Subs,0.267716416,0.113329195,0.476407975,0.047376693,0.065338935,0.020329663,0.050141041,0.478642817,0.262739597,0.091158958,0.02608862,0.085332874,good_topic3,"bad_topic2,bad_topic3",xdpmmjEl50C3KJ-6SY66dA
Carls Jr,0.166852176,0,0.153582498,0.672102213,0,0,0.100088186,0.365049532,0.129159084,0.214497549,0.015008881,0.168497898,good_topic4,"bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic6",E2oqDVVEiPOZVmNWTG_FzA
Carmella's Lounge,0.053610061,0.005555906,0.054916351,0,0.097742047,0.776236055,0.069982819,0.69757989,0,0.027907405,0,0.184275091,good_topic6,"bad_topic2,bad_topic6",SQ_1dw3Z0paxFx_c60UZ7g
Carnival Ice Cream,0,0.144342408,0.381606407,0.11715195,0.285469744,0.060208518,0.034721952,0.388572523,0.361679846,0.158361064,0.007586601,0.04731172,good_topic3,"bad_topic2,bad_topic3,bad_topic4",D9W465FLFghkkNXNCB1VZg
Carolina Deli,0.372631848,0.232507005,0.385597952,0,0,0,0,0.477897197,0.287065476,0.075959086,0.014739996,0.143548086,good_topic3,"bad_topic2,bad_topic3,bad_topic6",Bv2t1fvNEp0zsOVAVJjszQ
Carrie's Winter Park Cafe,0.039475873,0.588711742,0.066431126,0.014446179,0.222425377,0.057110668,0.015296776,0.454280932,0.241281059,0.129557085,0.004994941,0.146789041,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",H4IHz-v_lVsU_yQEfM7LTw
Carroll's,0.125632081,0.046107555,0.082870198,0.03011539,0.417091009,0.288075383,0.018280814,0.505921856,0.21732883,0.1118798,0.013154519,0.128018615,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",SqxZZ3GY-vKQnWj1PIserw
Carte Blanche,0.50293417,0.052414144,0.257386367,0.013370411,0.108815613,0.056474682,0,0.431828246,0.440874815,0,0,0.11247373,good_topic1,"bad_topic2,bad_topic3,bad_topic6",GsNJWGFjP7pzjGuUETexZg
Carter's Sports Grill,0.091359804,0.035369597,0.127261251,0.025804227,0.441793735,0.267806239,0,0.536387429,0.21878152,0.120132025,0,0.119218662,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",TaIrM0n7k8zuCO8h0b_J2g
Carved Comfort,0.504838318,0.064017913,0.100070699,0.026748526,0.231198517,0.066819479,0.057189571,0.616623305,0.160051988,0.095563444,0,0.063785503,good_topic1,"bad_topic2,bad_topic3",AmV3T-mYDGMz-KbqYZAudQ
Carvera Argentinean Grill,0.546368795,0.104594638,0.032696764,0,0.302777033,0,0.083349285,0.441288757,0.205113488,0.180245315,0.003519342,0.075299529,good_topic1,"bad_topic2,bad_topic3,bad_topic4",7D8gXg5ytTb95h0RxrYT9w
Caryn's,0.104134401,0.037798834,0.039238385,0.101521085,0.385874114,0.318827581,0.021804055,0.447310299,0.30946395,0.091023298,0,0.12349637,good_topic5,"bad_topic2,bad_topic3,bad_topic6",0FpjpkRjGlQj8E6YTW2LEQ
Casa De Las Empanadas,0.664457893,0.007890092,0.063780385,0.086793804,0.083115931,0.087340416,0,0.534352434,0.232396019,0.081989506,0.019686194,0.121972385,good_topic1,"bad_topic2,bad_topic3,bad_topic6",wk0xAfkID108lMV6iYhwjQ
Casa Naranja,0.198983252,0.009347686,0.087974733,0.047588638,0.202656459,0.445244728,0.003820635,0.532006182,0.234577267,0.07926594,0.004721924,0.140148989,good_topic6,"bad_topic2,bad_topic3,bad_topic6",-6Pmtqzqcv2wwu9zatwnSQ
Casa di Amici Restaurant,0.247250441,0.018076518,0.024808073,0,0.447880866,0.248866357,0,0.550856163,0.24755469,0.112220495,0,0.086183121,good_topic5,"bad_topic2,bad_topic3,bad_topic4",A3wBxA7N6jCGFSww52PtMQ
Casablanca Restaurant and Bakery,0.514117377,0.167688312,0,0,0.204932626,0.101659986,0.151703566,0.455918401,0.211450391,0.099589892,0,0.075561009,good_topic1,"bad_topic1,bad_topic2,bad_topic3",0THoq7M6y2XcV2Gde0_cWA
Casba Mediterranean Cafe,0.074939701,0.239578477,0.325120991,0,0.187533492,0.164015125,0.007243714,0.579627971,0.155002917,0.147916848,0,0.104724228,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",ntMh1Cy_0pODF9hjc7gNLg
Cascade Burger,0.05192285,0,0.172865727,0.69529631,0.06547359,0.004547263,0.012890169,0.423977057,0.240203455,0.146696602,0,0.174365858,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",ENtek2TAPe86WQ0Ni5_QMg
Cascade Grill,0.121165471,0.109753189,0.319919218,0.10547959,0.201710866,0.138461945,0.017018269,0.506396644,0.260035554,0.114665081,0,0.096716239,good_topic3,"bad_topic2,bad_topic3,bad_topic4",uIbjgkIcDlFWb4CQTrJQKg
Casey's Diner,0.026605131,0.124962546,0.456475967,0.252160676,0.06948619,0.061602187,0.020217773,0.430034304,0.286177758,0.10955284,0.007236814,0.136986131,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",FY6FpTdiHaU0eb1cxHh_VA
Casino El Camino,0.01916181,0.032380731,0.214550208,0.412608144,0.079791259,0.231747694,0.020378127,0.534406353,0.222230738,0.111581557,0.007225182,0.097329939,good_topic4,"bad_topic2,bad_topic3,bad_topic4",KjaK4CsJ_PypmVBncLwWAA
Caspian Restaurant & Catering,0.226079899,0,0.086975219,0,0.445406071,0.229897627,0,0.519257098,0.326181456,0.043403845,0,0.10250935,good_topic5,"bad_topic2,bad_topic3,bad_topic6",K4d003WW-y-OWbfiAsfUoA
Castagna Restaurant,0.216334098,0.008790684,0.150537167,0.005799922,0.204700721,0.407149824,0.03308371,0.518654984,0.217001494,0.142343526,0.002412816,0.079683827,good_topic6,"bad_topic2,bad_topic3,bad_topic4",uDYF4-HotkN6ptisVHiwrA
Cat & Fiddle Pub,0,0.032900426,0.155606508,0,0.24375931,0.548046508,0.028769636,0.481270977,0.253661272,0.097371677,0.011487413,0.121363778,good_topic6,"bad_topic2,bad_topic3,bad_topic6",#NAME?
Cat Mountain Grill,0.101450368,0.028502887,0.164409973,0.468905307,0.154080694,0.074858604,0.014927784,0.588357225,0.130646579,0.114810474,0.026905854,0.120347672,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",4O4TaNMBlzkwmte7yuxh4Q
Catalyst Cafe,0.181322466,0.455740147,0.302500452,0,0.049607164,0,0.024960742,0.515505893,0.265898292,0.082445924,0.007672399,0.096530973,good_topic2,"bad_topic2,bad_topic3",33lxCkCpPZT8fFnQgexxYA
Cathedral Park Restaurant,0.134347603,0.094556729,0.193509887,0.011057627,0.138463103,0.420184068,0.024657386,0.519437202,0.259383055,0.071484918,0.007399717,0.113759017,good_topic6,"bad_topic2,bad_topic3,bad_topic6",Ti5Ns6Tl2sqopu3UVMfEKA
Cathie's Cafe,0,0.540486693,0.175215572,0,0.270074219,0,0,0.678279519,0.075905226,0.205647975,0,0.037556976,good_topic2,"bad_topic2,bad_topic4",YyNcgKCOkZbr5uBInW40_g
Cavallari Gourmet,0.281380095,0.040539294,0.296335915,0.02396244,0.140118185,0.20865736,0.039048214,0.486580874,0.290830885,0.058726756,0.00676544,0.11010712,good_topic3,"bad_topic2,bad_topic3,bad_topic6",u8323fYN3b4ZJXOILZx54Q
Cecilia's Southern Table,0.159786932,0,0.136118039,0.114671059,0.381192654,0.203957424,0,0.398515135,0.24503687,0.130836929,0.034620062,0.18262328,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",Ma1cAk_DmdB5Y6s3bLKYwg
Cedar Cafe,0.399943332,0.149974936,0.13051253,0.006239897,0.178254589,0.123105213,0.046852994,0.564306733,0.196314823,0.087048845,0.00278923,0.095498085,good_topic1,"bad_topic2,bad_topic3",dNbym91dvahCyoQVTK8Vqg
Cedar Door Patio Bar & Grill,0.071540498,0.057643112,0.093665981,0.05005193,0.383241573,0.332606145,0.022369047,0.550675055,0.207560794,0.11134992,0.00432075,0.096713679,good_topic5,"bad_topic2,bad_topic3,bad_topic4",rvM4hrCnaChlw97NRPbgLg
Cedo's Falafel and Gyros,0.345470567,0.055130158,0.205077178,0.027218378,0.097877132,0.258487286,0.008374517,0.474196036,0.247215739,0.108596494,0.022084246,0.132796066,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",ytWoB7LQPm9EcH9kBALh6w
Celebrity Delly,0.080739297,0.388131127,0.234984979,0,0.289880596,0,0,0.495428711,0.332514107,0.042985689,0,0.127077967,good_topic2,"bad_topic2,bad_topic3,bad_topic6",9VbW8CnxyU9C9W4UE9VgDg
Celery City Craft,0.035904964,0.041446426,0.03883489,0.010833662,0.113371419,0.746903085,0.016513834,0.54294079,0.281445919,0.062783268,0,0.088171353,good_topic6,"bad_topic2,bad_topic3",bdZNNY3FvilAkAQVyXGukQ
Cenote,0.083350262,0.541290806,0.133109824,0.021541708,0.037887542,0.171274108,0.020706075,0.496213689,0.303830259,0.080478486,0.009549788,0.081848425,good_topic2,"bad_topic2,bad_topic3",_BbODcinangkwNvVwpvfuA
Central Bistro,0.097352093,0.199197233,0.172755719,0.020471176,0.251771652,0.25249368,0.018954996,0.49220712,0.242831672,0.111680502,0.005911771,0.123439108,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",6loLaJbRyhGZborORHgmNw
Central Donut,0.141300211,0.257171714,0.501609689,0,0.083004878,0.006012939,0.080950569,0.47541438,0.276197555,0.074842032,0,0.082670273,good_topic3,"bad_topic2,bad_topic3",VMIajoUuzTa7XeLWn-md9A
Central Market Cafe,0.172696664,0.120055502,0.183068909,0.054339398,0.177270825,0.284999466,0.010060039,0.46219065,0.262798563,0.093475375,0,0.165490896,good_topic6,"bad_topic2,bad_topic3,bad_topic6",wEjTBa2bJDG5CRiJ5Qdrmw
Century Bar,0.050073504,0.053443283,0.070175326,0.050770131,0.095241622,0.666943357,0.007476918,0.49721669,0.291022839,0.081164119,0.014546493,0.100850868,good_topic6,"bad_topic2,bad_topic3,bad_topic6",#NAME?
Ceo Coq Et Oeufs,0.066976927,0.01935045,0,0.246171668,0.156123087,0.505810022,0.182988361,0.804245412,0,0,0,0,good_topic6,"bad_topic1,bad_topic2",PvtRRIreDevYhWlt8OkC7A
Cerra's Market,0.358576158,0,0.369218363,0.073873056,0.186192609,0,0.060189329,0.525219142,0.33609806,0.02192107,0,0.052165147,good_topic3,"bad_topic2,bad_topic3",0RQ78Ym8qqwRyahu8NCXNg
Ceviche7,0.392059041,0.0381802,0.158687929,0.01944918,0.315978489,0.065411375,0.007170857,0.459702477,0.204413117,0.126108313,0,0.198836076,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",kqeblz37dvpiwy7-l9VfXA
Cha Lua Bakery And Deli,0.506269643,0.111310871,0.221252721,0,0.09716831,0.054259644,0.021854277,0.484429904,0.313395398,0.085315315,0.01031031,0.075025007,good_topic1,"bad_topic2,bad_topic3",HOmIWtUBhTAcctKdMShG3A
Cha Shu Coffee and Bubble Tea,0.069045549,0.470380924,0.276351577,0.00282945,0.081645433,0.090359626,0.011384101,0.486160755,0.293442021,0.112500754,0.036729814,0.053339244,good_topic2,"bad_topic2,bad_topic3,bad_topic4",QtT93CbzAfzBxPpIl_6J4Q
Chacarero,0.479328984,0.07322523,0.391160811,0.021927999,0.020462108,0.004239506,0.018566751,0.604103795,0.196715035,0.090759761,0.008539412,0.072381291,good_topic1,"bad_topic2,bad_topic3",aYlIvAqd6cnHX6AGkhjq5Q
Chachi's Coquitlam Centre,0.76412346,0,0.150323734,0,0.035510724,0.04623572,0,0.495896012,0.162318037,0.124236582,0.049547872,0.161157578,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",qK_JgGv874oM1vthKV_YVQ
Chago's Caribbean Cuisine,0.273648347,0.025060589,0.067184166,0.003760755,0.366812536,0.253267643,0.009844922,0.512383995,0.242715901,0.09422511,0.00243082,0.13202938,good_topic5,"bad_topic2,bad_topic3,bad_topic6",AqhAJk1OyupIaYjg0JpZlA
Challah Food Truck,0.587196171,0.050422143,0.225758874,0.046653817,0.045483557,0.034804295,0.005357622,0.487307484,0.217322111,0.103794442,0.015013742,0.165650242,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",PZG08RiXESYPHMoSTHgpKA
Champs Deli Bakery & Cafe,0,0.252956152,0.46349672,0,0.131892751,0.14056013,0,0.612334058,0.212287217,0.133179583,0,0.030104799,good_topic3,"bad_topic2,bad_topic3,bad_topic4",daYwWuiF1BOAs-orRypuhA
Characters Bar & Grill,0,0,0.723371446,0,0,0.269445628,0.024070021,0.56278989,0.22855106,0.087625803,0.005631321,0.083182344,good_topic3,"bad_topic2,bad_topic3",rvUrNQTh5gjXMOJxuYWNKQ
Charles Street Market,0.053402046,0,0.89827619,0.011661198,0,0.032016128,0.020235974,0.582146496,0.152537421,0.150171397,0.033948056,0.052804176,good_topic3,"bad_topic2,bad_topic3,bad_topic4",mDNPx3vfdjn_z2SpKSwTgA
Charley's Grilled Subs,0.168233491,0.188537616,0.539334965,0.082601193,0,0.013335897,0.067341104,0.577931568,0.215030253,0,0.093270458,0.038091376,good_topic3,"bad_topic2,bad_topic3",eL_qzCfdjDP6NbviVfbEgQ
Charley's Philly Steaks,0.144426335,0.033417233,0.376056895,0.17941713,0.250396981,0.010571404,0.027597889,0.485610586,0.245863936,0.111510487,0.003364707,0.115498484,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",8XgEm7fKIEh9yK_5tZmpNg
Charleys Philly Steaks,0.180353839,0.09925305,0.284256029,0.22192249,0.15967632,0.042599142,0.029993247,0.505764484,0.22775943,0.106353683,0.01408529,0.107723812,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",yaCDPdAT4OIYpCJ_Ww2FcQ
Charleys Philly Steaks & Wings,0.098852948,0.035507686,0.223220369,0.172557967,0.419654007,0.04221213,0.025516223,0.529330704,0.225542926,0.07748629,0.005521222,0.1285609,good_topic5,"bad_topic2,bad_topic3,bad_topic6",__H_hxkvxNhRFifyqDW5MQ
Charleys philly steak,0.309332237,0,0.234154075,0.381500378,0.064149708,0,0.083136316,0.439556102,0.222677241,0.127997977,0.017536316,0.106775804,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",1V0jtvgKELwe2IqLSA362A
Charlie's Bagels,0.084525175,0.228728831,0.645909597,0.026557925,0.003567609,0,0,0.316533953,0.46749106,0,0,0.210771561,good_topic3,"bad_topic2,bad_topic3,bad_topic6",_i20knums1AHZUq6pk1wJw
Charlie's Deli & Delivery,0.397701894,0.075940253,0.333035034,0.006227851,0.132692677,0.044347792,0.02760879,0.56028502,0.220228631,0.095853648,0.005400043,0.081643934,good_topic1,"bad_topic2,bad_topic3",a7oLsH8qSTVOdTku84Q75A
Charlie's Kitchen,0.017782823,0.028623237,0.323854578,0.12606025,0.129917329,0.364888882,0.020652041,0.560396764,0.225404797,0.086828937,0.01193647,0.087668077,good_topic6,"bad_topic2,bad_topic3",uKB1eXRNNBq2w4-wUkusZA
Charlie's Roast Beef,0.474309623,0,0.269551988,0.115245926,0.122595727,0.006651039,0.044692751,0.564039561,0.162680554,0.102185961,0.008901012,0.10892074,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",53WbUvTuFp-JfFsYbN260A
Charlie's Sandwich Shoppe,0.071870749,0.416843792,0.292154815,0.013782633,0.158568617,0.037119925,0.018092833,0.496071019,0.218392278,0.110606805,0.005199193,0.14484975,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",w-i1JcbJDuJmoZbGjxBH8w
Chau Bakery,0.571433149,0.043985702,0.336467005,0,0.016158633,0.02094168,0.044492442,0.595288888,0.284555927,0,0,0.066699184,good_topic1,"bad_topic2,bad_topic3",kHqI9yBZaGkB8J_UAVjwMQ
Che-licious Desserts & Snacks,0.625943302,0.105958226,0.10682329,0.004606383,0.10534115,0.042141802,0,0.293178387,0.164666258,0.245740034,0.048223726,0.243730366,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",3L7p3J2RT7CDnxfNGnPZrg
Cheba Hut,0.20792543,0.064798384,0.398589186,0.033874747,0.141477523,0.143678745,0.018032954,0.546771348,0.238755289,0.107764859,0.008398206,0.07040988,good_topic3,"bad_topic2,bad_topic3,bad_topic4",GGV-oLo1djwXIAJVo1GU_A
Cheba Hut Toasted Subs,0.259145475,0.094982492,0.31821011,0.043040335,0.14676226,0.127825694,0,0.449809462,0.211549242,0.179303147,0.032569408,0.115585506,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",sGLko0MwCs6hlRCXTD_bug
Checkers,0.007699394,0.055462957,0.339653106,0.315781359,0.269370286,0,0.022253854,0.512157234,0.244716443,0.109147964,0.009397568,0.09400035,good_topic3,"bad_topic2,bad_topic3,bad_topic4",woslwiqudDIb9eWiz5_56Q
Checkers Drive-In Restaurant,0,0,0.786239922,0.141429067,0,0.0695346,0.019222698,0.615454036,0.165513709,0.110972902,0,0.081708994,good_topic3,"bad_topic2,bad_topic3,bad_topic4",NqLiTOp3wFxmFPqMa3-DRQ
Chedd's Gourmet Grilled Cheese,0.374069077,0.079163741,0.331723835,0.055163236,0.104651333,0.049539553,0.020662115,0.542993977,0.249939716,0.105281808,0.011598717,0.064550108,good_topic1,"bad_topic2,bad_topic3,bad_topic4",NpZ2Rsa1k7cxIqeBaB1Uhw
Cheddar Jack's,0,0.197496843,0.20531524,0.218017019,0.372020494,0,0,0.292250298,0.397598937,0.040044967,0.054395545,0.20514971,good_topic5,"bad_topic2,bad_topic3,bad_topic6",WP2uXwMOrCeftAAt56TNwA
Cheddar's Scratch Kitchen,0.170635039,0.096633481,0.054008016,0.058715156,0.511039071,0.098205439,0.022081394,0.526133578,0.220427751,0.098525269,0.006025172,0.119814428,good_topic5,"bad_topic2,bad_topic3,bad_topic6",SSWEDe8DW-eGJdbe4swYsQ
Cheeburger Cheeburger,0.021937166,0.015693941,0.019642477,0.620558621,0.230239063,0.083264855,0.044299655,0.536196022,0.179070132,0.110547743,0.007804223,0.11678636,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",kk_6l1w3cG9VURL_zbKbng
Cheeburger Cheeburger Express,0,0,0.410349876,0.56876266,0,0,0.021720202,0.479262866,0.15923317,0.151759823,0,0.176566535,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",Xk6ijx3KJDAdC_qhJmAqmw
Cheers,0.036135804,0.019638907,0.222874324,0.040075428,0.262495585,0.408418818,0.029618294,0.51462951,0.244164907,0.089274134,0.007615141,0.10669691,good_topic6,"bad_topic2,bad_topic3,bad_topic6",JwJa6nY_wlZEjagVleWQ-Q
Cheers - Faneuil Hall,0.015049567,0,0.241298765,0.06554282,0.425956102,0.240439896,0.040573293,0.517643523,0.202640144,0.096266233,0.006403976,0.1282901,good_topic5,"bad_topic2,bad_topic3,bad_topic6",DuT5BBmKRtcGYQzKkoEiZw
Cheers Altamonte,0.04063948,0,0.007486766,0.057680885,0.323583936,0.560231333,0,0.457944959,0.2130696,0.131201753,0.021545517,0.167756715,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",MrqZqx_lW6Go3ZNss1mOnA
Cheers Seafood And Grill,0.143703564,0,0,0.067896609,0.608947637,0.168117439,0.015723373,0.466374327,0.252996115,0.161565792,0.010115929,0.086394515,good_topic5,"bad_topic2,bad_topic3,bad_topic4",NA0znpTQdXKKr_vEYT_5HQ
Cheese Bar,0.247423843,0.032750308,0.173883926,0.03198801,0.113280865,0.391189504,0.041008945,0.538584749,0.237737847,0.084938573,0.005186665,0.081725615,good_topic6,"bad_topic2,bad_topic3",vBgmLrVLuK25vBOn8n9iLA
Cheeseboy,0.394506315,0.16026859,0.260951732,0.022627267,0.124312717,0.027054213,0.016532221,0.520698684,0.269360408,0.095771008,0.013824731,0.075036238,good_topic1,"bad_topic2,bad_topic3",AGKnQ1PvkTwSjv6DtQpEIg
Cheeseburger Bobby's,0.011874288,0.026121683,0.079265835,0.554646682,0.295093086,0.020722634,0.021864586,0.527447014,0.231233617,0.073528305,0,0.137506522,good_topic4,"bad_topic2,bad_topic3,bad_topic6",ajILp8Pf8OaD-JJc0JRO7A
Cheeseburger in Paradise,0,0,0.100183383,0.177244648,0.574088305,0.128935218,0.030747731,0.583387919,0.173602044,0.082714685,0.002113394,0.117778395,good_topic5,"bad_topic2,bad_topic3,bad_topic6",hXHh2qpYN7NoaQ_T6wTUpg
Cheesesteak Nirvana,0.417584953,0.003409518,0.37538706,0.044933414,0.139196998,0.008856111,0.029243297,0.503998728,0.221128051,0.120060227,0.01092146,0.105457208,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",9CNRFJxR-ViLoA2lNsGWLA
Cheesy Bistro,0.376402222,0.245947138,0.160707757,0.050243575,0.148192431,0.009956575,0.008997512,0.483267397,0.260969371,0.204305746,0,0.03790297,good_topic1,"bad_topic2,bad_topic3,bad_topic4",gD7mc_XmzGX6GD7mNJ3zVQ
Chef Rich's Kitchen,0.246397373,0.034424979,0.081213545,0.389887836,0.179864173,0.058496497,0.011592864,0.407035297,0.302779034,0.170013544,0,0.101116863,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",1vtDo34yXIToPOQty8QjBQ
Chestnut Hill Restaurant,0.027915449,0.600740703,0.175440081,0.012283952,0.124924566,0.046605235,0,0.575333452,0.289373314,0.084060289,0,0.041817509,good_topic2,"bad_topic2,bad_topic3",KXbeBIEqYLEQw8HDazg4NQ
